objectid,creator,culture,date,title,materials,measurements,credit,web_address,location,description,alternate_number,type,filename,format
JSMAIHL.0497,Suzuki Toshimoto,Japanese,1877,The Debate Over Invading Korea (Seikanron) (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214648;type=101,Japan,Raisai Toshimoto / Toshimoto; First edition date: 1877; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0497.jpg,image/jpeg
JSMAIHL.0498,Kōno Bairei,Japanese,1884,"Reeve's Pheasant from Bairei Hyakuchō Gafu, Zokuhen, Chi",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214649;type=101,Japan,unsigned / Bairei seal; First edition date: 1884; Genre:kachō-ga from gafu,,Image;StillImage,ihl-0498.jpg,image/jpeg
JSMAIHL.0499,Kōno Bairei,Japanese,1884,"Red Capped Black Crane from Bairei Hyakuchō Gafu, Zokuhen, Chi",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214650;type=101,Japan,unsigned / Bairei seal; First edition date: 1884; Genre:kachō-ga from gafu,,Image;StillImage,ihl-0499.jpg,image/jpeg
JSMAIHL.0503,Kobayashi Kiyochika,Japanese,1885,Kesa Gozen from the series Instructive Models of Lofty Ambitions,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214651;type=101,Japan,shinsei Kiyochika / Kiyochika; First edition date: 1885; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-0503.jpg,image/jpeg
JSMAIHL.0504,Kōno Bairei,Japanese,1884,"Phoenixes from Bairei Hyakuchō Gafu, Zokuhen, Ten",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214652;type=101,Japan,unsigned / Bairei seal; First edition date: 1884; Genre:kachō-ga from gafu,,Image;StillImage,ihl-0504.jpg,image/jpeg
JSMAIHL.0505,Kōno Bairei,Japanese,1884,"Fishing Cormorants from Bairei Hyakuchō Gafu, Zokuhen, Ten",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214653;type=101,Japan,unsigned / Bairei seal; First edition date: 1884; Genre:kachō-ga from gafu,,Image;StillImage,ihl-0505.jpg,image/jpeg
JSMAIHL.0506,Tsukioka Yoshitoshi,Japanese,Feb 1880,Priest on a Virtuous Path and Priest on a Debauched Path from the series Moral Lessons through Pictures of Good and Evil (2 chuban prints on oban sheet as originally issued),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214654;type=101,Japan,Ryōdōjin Yoshitoshi giga / no seal; First edition date:  Feb 1880; Genre:ukiyo-e; nishiki-e shūshindan; giga,,Image;StillImage,ihl-0506.jpg,image/jpeg
JSMAIHL.0507,Tsukioka Yoshitoshi,Japanese,Feb 1880,Apprentices Who Obey their Master and Apprentices Who Disobey their Master from the series Moral Lessons through Pictures of Good and Evil (2 chuban prints on oban sheet as originally issued),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214655;type=101,Japan,Ryōdōjin Yoshitoshi giga / no seal; First edition date:  Feb 1880; Genre:ukiyo-e; nishiki-e shūshindan; giga,,Image;StillImage,ihl-0507.jpg,image/jpeg
JSMAIHL.0508,Tsukioka Yoshitoshi,Japanese,May 1878,Famous Soldiers of Japan (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214656;type=101,Japan,ōju Taiso Yoshitoshi ga / no seal; First edition date: May 1878; Genre:ukiyo-e; rekishi-e,,Image;StillImage,ihl-0508.jpg,image/jpeg
JSMAIHL.0512,Kobayashi Ikuhide,Japanese,1890,Illustration of Royal Visit to Ueno Park Exhibition (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214657;type=101,Japan,Ikuhide hitsu / no seal; First edition date: 1890; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0512.jpg,image/jpeg
JSMAIHL.0513,Nagashima Shungyō,Japanese,1894,Pyongyang Chinese Generals Capture and Surrender (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214658;type=101,Japan,Mōsai Shungyō / no seal; First edition date: 1894; Genre:nishki-e ;senso-e,,Image;StillImage,ihl-0513.jpg,image/jpeg
JSMAIHL.0514,unsigned,Japanese,1900,Illustration of the Occupation of the Taku Forts and the Hard Fight of Navy Lt. Colonel Hattori (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214659;type=101,Japan,no signature / no seal; First edition date: 1900; Genre:nishki-e; senso-e,,Image;StillImage,ihl-0514.jpg,image/jpeg
JSMAIHL.0516,Utagawa Hiroshige III,Japanese,1874,The True Story of Arashi from Osaka (diptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214660;type=101,Japan,ōju / Hiroshige seal; First edition date: 1874; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0516.jpg,image/jpeg
JSMAIHL.0517,Kobayashi Kiyochika,Japanese,March 1897,Tsukuba Mountain Seen from Sakura River at Hitachi from the series Views of the Famous Sights of Japan,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214661;type=101,Japan,"Kiyochika / Kiyochika; First edition date: March 1897; Genre:Ukiyo-e, meisho-e",,Image;StillImage,ihl-0517.jpg,image/jpeg
JSMAIHL.0526,Shōsai Ikkei,Japanese,June 1872,No. 7 Greedy Merchant from the series A Didactic Mirror of Good and Evil,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214662;type=101,Japan,Shōsai Ikkei / no seal; First edition date: June 1872; Genre:ukiyo-e,,Image;StillImage,ihl-0526.jpg,image/jpeg
JSMAIHL.0527,Shōsai Ikkei,Japanese,June 1872,No. 7 Solicitous Merchant from the series A Didactic Mirror of Good and Evil,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214663;type=101,Japan,Shōsai Ikkei / no seal; First edition date: June 1872; Genre:ukiyo-e,,Image;StillImage,ihl-0527.jpg,image/jpeg
JSMAIHL.0528,Kobayashi Kiyochika,Japanese,1895,Illustration of the Attack on the Battery at Weihaiwei (Ikaiei in Japanese) (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214664;type=101,Japan,"Kiyochika / kiyo; First edition date: 1895; Genre:ukiyo-e, senso-e",,Image;StillImage,ihl-0528.jpg,image/jpeg
JSMAIHL.0529,,Japanese,1895,Illustration of the Viewing of the Captured Chinese Warship Chinen at Yokosuka Naval Port (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214665;type=101,Japan,"Sekiguchi Masajirō; First edition date: 1895; Genre:ukiyo-e, senso-e",,Image;StillImage,ihl-0529.jpg,image/jpeg
JSMAIHL.0530,,Japanese,c. 1894,Captain Matsuzaki Crossing the Anjō-sen,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214666;type=101,Japan,"unknown; First edition date: c. 1894; Genre:ukiyo-e, senso-e, kuchi-e",,Image;StillImage,ihl-0530.jpg,image/jpeg
JSMAIHL.0533,Kobayashi Kiyochika,Japanese,1895,"Making Chinese Soldiers Shiver from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214667;type=101,Japan,Kiyochika / Kiyo; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0533.jpg,image/jpeg
JSMAIHL.0534,Kobayashi Kiyochika,Japanese,1895,Spoiled Chinese Battleship Chinen from the series Comical Art Exhibit of the Sino-Japanese War,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214668;type=101,Japan,"Kiyochika / Kiyochika; First edition date: 1895; Genre:ukiyo-e, senso-e, giga",,Image;StillImage,ihl-0534.jpg,image/jpeg
JSMAIHL.0536,Utagawa Hiroshige III,Japanese,1876,"Iwami Province: Mount Takazuno, Salt Beach from the series Nihon chishi ryakuzu (Simple Illustrations of Places in Japan)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214669;type=101,Japan,"Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e, fūkei-ga",,Image;StillImage,ihl-0536.jpg,image/jpeg
JSMAIHL.0537,Utagawa Hiroshige III,Japanese,1877,"Capturing Falcons in Iyo Province, figure 1 from the series Dai Nippon Bussan Zue (Products of Greater Japan) (see IHL Cat. #1508)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214670;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0537.jpg,image/jpeg
JSMAIHL.0538,Kobayashi Kiyochika,Japanese,1894,"Going Bankrupt from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214671;type=101,Japan,Kiyochika / kiyo; First edition date: 1894; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0538.jpg,image/jpeg
JSMAIHL.0539,Utagawa Hiroshige III,Japanese,1877,Harvesting Lacquer in Mikawa Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214672;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0539.jpg,image/jpeg
JSMAIHL.0540,Utagawa Hiroshige III,Japanese,1877,Mandarin Orange Plantation in Kii Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214673;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0540.jpg,image/jpeg
JSMAIHL.0541,Utagawa Hiroshige III,Japanese,1877,White Sugar Production in Sanuki Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214674;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0541.jpg,image/jpeg
JSMAIHL.0542,Utagawa Hiroshige III,Japanese,1877,Camphor Manufacture in Hyūga Province from the series Dai Nippon Bussan Zue (Products of Greater Japan),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214675;type=101,Japan,Andō Tokubei / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0542.jpg,image/jpeg
JSMAIHL.0543,,Japanese,1895 May,The Battle at Tien-Chuang-Tai: The Gathering of Eleven Generals (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214676;type=101,Japan,Gekkō / ichigaku ichiei; First edition date: 1895 May; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0543.jpg,image/jpeg
JSMAIHL.0544,,Japanese,1894,Sino-Japanese War: Japanese Military Might Captures Pyongyang (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214677;type=101,Japan,Gekkō / ichigaku ichiei; First edition date: 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0544.jpg,image/jpeg
JSMAIHL.0545,,Japanese,1894,Illustration of the Surrender of Port Arthur (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214678;type=101,Japan,Gekkō / Ungaikaku?; First edition date: 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0545.jpg,image/jpeg
JSMAIHL.0548,KUBOTA Beisen (assisted by his sons Kubota Beisai and Kubota Kinsen),Japanese,"Dec. 30, 1894","Illustrated Account of the Sino-Japanese War, Volume 5",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214679;type=101,Japan,"credits on colophon: 久保田 米 僊 Kubota Beisen
久保田 米 齊Kubota Beisai
久保田 金 仙 Kubota Kinsen; First edition date: Dec. 30, 1894; Genre:ehon; senso-e",,Image;StillImage,ihl-0548.jpg,image/jpeg
JSMAIHL.0549,KUBOTA Beisen (as assisted by his sons Kubota Beisai and Kubota Kinsen),Japanese,1895,"Illustrated Account of the Sino-Japanese War, Volume 8",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214680;type=101,Japan,"credits on colophon: 久保田 米 僊 Kubota Beisen
久保田 米 齊Kubota Beisai
久保田 金 仙 Kubota Kinsen; First edition date: 1895; Genre:ehon; senso-e",,Image;StillImage,ihl-0549.jpg,image/jpeg
JSMAIHL.0552,Utagawa Hiroshige III,Japanese,1876,"Iga Province: Ueno, Nagatagawa from the series Nihon chishi ryakuzu (Simple Illustrations of Places in Japan)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214681;type=101,Japan,"Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e, fūkei-ga",,Image;StillImage,ihl-0552.jpg,image/jpeg
JSMAIHL.0554,Kobayashi Kiyochika,Japanese,1883,"Mustache shaving, opposite mirrors, laughing child, crying child from the series One Hundred Faces: Supplement to Thirty-Two Faces",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214682;type=101,Japan,Left top - Hōensha Kiyochika hitsu; Right top - Kiyochika hitsu; Right bottom - Kiyochika hitsu; Left bottom - Hōensha; First edition date: 1883; Genre:ukiyo-e; fūshiga; giga,,Image;StillImage,ihl-0554.jpg,image/jpeg
JSMAIHL.0555,Kobayashi Eitaku,Japanese,1901,Illustation of Imperial Visit of Mikado Ingyō to Princess Sotoshi,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214683;type=101,Japan,ōju Eitaku / unread seal; First edition date: 1901; Genre:ukiyo-e,,Image;StillImage,ihl-0555.jpg,image/jpeg
